,Unnamed: 0,PWSID,System Name,"County, Municipality",Client/System(agra),hyperlink,address,lat,lon,pwsid2
52,52,NJ1407301,DICKERSON ELEMENTARY.SCHOOL,"Morris, Chester Twp",Chester BOE Dickerson ES (McGowan) *Contact Evan*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5562&active1=A,250 RT 24 Chester Twp NJ 07930,40.783597,-74.6794379,NJ1407301
53,53,NJ1407304,HIGHLANDS BUILDING,"Morris, Chester Twp",Chester Twp - Highlands Bldg (McGowan) ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4359&active1=A,100 NORTH RD Chester Twp NJ 07930,40.7924411,-74.6715598,NJ1407304
54,54,NJ1407321,CHESTER WOODS PROFESSIONAL PARK,"Morris, Chester Twp",Chester Woods Professional Park (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4376&active1=A,385 RT 24 Chester Twp NJ 07930,40.780842,-74.668108,NJ1407321
55,55,NJ1438343,CHRISTADELPHIA BIBLE CAMP,"Morris, Washington Twp",Christadelphian BC (+Seasonal pool),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6795&active1=A,286 SCHOOLEYS MOUNTAIN RD Schooleys Mountain NJ 07870,40.8056275,-74.8155854,NJ1438343
56,56,NJ2113301,CLOVER REST HOME,"Warren, Knowlton Twp",Clover Rest Home,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8144&active1=A,28 WASHINGTON ST Columbia NJ 07832,40.9254626,-75.0939195,NJ2113301
57,57,NJ0334319,COLUMBUS MART FLEX 1&2,"Burlington, Springfield Twp",Columbus Mart Flex 1&2 (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9258&active1=A,2919 RT 206 Columbus NJ 08022,40.0539885,-74.72648269999999,NJ0334319
58,58,NJ0334320,COLUMBUS MART FLEX 3&4,"Burlington, Springfield Twp",Columbus Mart Flex 3&4 (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9259&active1=A,2919 RT 206 Columbus NJ 08022,40.0539885,-74.72648269999999,NJ0334320
59,59,NJ0334316,COLUMBUS SHOPPING CENTER,"Burlington, Springfield Twp",Columbus Shopping Center (MARLBORO - McGowan) 2x POEs,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=1833&active1=A,2919 RT 206 Springfield NJ 08022,40.0539885,-74.72648269999999,NJ0334316
60,60,NJ0105304,COMAR INC,"Atlantic, Buena Vista",Comar Inc. (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=912&active1=A,1 COMAR PLACE Buena Vista Twp NJ 08310,39.4924319,-74.9037044,NJ0105304
61,61,NJ1106399,CORNER STONE COURT,"Mercer, Hopewell Twp",Corner Stone Court (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8832&active1=A,1 TREE FARM RD Hopewell NJ 08534,40.33640370000001,-74.7983447,NJ1106399
62,62,NJ1413324,ONCE ALPHA LLC,"Morris, Harding Twp",Country Fox Caf aka La Di Da Caf (now Jolie) ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9301&active1=A,12 VILLAGE RD New Vernon NJ 07976,40.7442667,-74.4951938,NJ1413324
63,63,NJ2123003,"COUNTRY VIEW VILLAGE, LLC","Warren, White Twp.",Country View Village (Bob Waldele samples),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=818&active1=A,RT 519 & RT 620 Belvidere NJ 07823,40.82982,-75.07767470000002,NJ2123003
64,64,NJ1904454,CRANBERRY MARKET & DELI,"Sussex, Byram Twp",Cranberry Market & Deli,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7254&active1=A,274 US HWY 206 Byram Twp NJ 07821,40.9553034,-74.7359243,NJ1904454
65,65,NJ1202318 ,CRANBURY BUICK GMC,"Middlesex, Cranbury Twp",Cranbury Buick GMC aka Perrine Pontiac (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5098&active1=A,270 RT 130 NORTH Cranbury NJ 08512,40.1384964,-74.7100672,NJ1202318
66,66,NJ1904364,CREATIVE KIDKARE,"Sussex, Byram Twp",Creative Kidkare (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7249&active1=A,7 B LACKAWANNA DR Byram Twp NJ 07821,40.9333018,-74.71777209999999,NJ1904364
67,67,NJ1904455,CVS OF BYRAM,"Sussex, Byram Twp",CVS of Byram,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9401&active1=A,77 US RT 206 Stanhope NJ 07874,40.9122832,-74.7173527,NJ1904455
68,68,NJ1905325,DALES MARKET & JIMMY PIZZA,"Sussex, Frankford Twp",Dale's Market/Jimmy's Pizza - Seasonal *Qtly/Monthly,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7338&active1=A,396 RT 206 Frankford Twp NJ 07826,41.1568298,-74.7815705,NJ1905325
69,69,NJ2113344,DELAWARE WATER GAP TRAVEL PLAZA,"Warren, Knowlton Twp",Delaware Travel Plaza (McGowan) *Opens at 11AM*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9488&active1=A,17 SIMPSON RD Knowlton Twp NJ 07832,40.9339198,-75.1011915,NJ2113344
70,70,NJ1001303,DELAWARE VALLEY REGIONAL,"Hunterdon, Alexandria Twp",Delaware Valley Regional (MARLBORO - McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3364&active1=A,19 SENATOR STOUT RD Alexandria Twp NJ 08867,40.56279420000001,-75.005436,NJ1001303
71,71,NJ0119001,DELILAH TERRACE MHP,"Atlantic, Pleasantville City",Delilah's Terrace MHP (MARLBORO - McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=24&active1=A,DELILAH RD Egg Harbor Twp NJ 08232,39.4136928,-74.5337606,NJ0119001
72,72,NJ1922382,DISCOVERY YEARS,"Sussex, Vernon Twp",Discovery Years *also has seasonal POOL*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8055&active1=A,54 MAPLE GRANGE RD Vernon NJ 07419,41.2216876,-74.4739482,NJ1922382
73,73,NJ1409001,DOVER WATER COMMISSION,"Morris, Dover Town",Dover,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=404&active1=A,100 PRINCETON AVENUE Dover NJ 07849,40.889077,-74.5687549,NJ1409001
74,74,NJ1332363,DUGANS CORNER CENTER,"Monmouth, Millstone Twp",Dugan's Corner (Five Points Management) (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8600&active1=A,514 RT 33 Millstone Twp NJ 07726,40.2606755,-74.4069896,NJ1332363
75,75,NJ1612305,DUNKIN DONUTS 46,"Passaic, Totowa Boro",Dunkin Donuts 46 (Totowa),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9388&active1=A,580 RT 46 EAST Totowa Boro NJ 07512,40.8944653,-74.2390709,NJ1612305
76,76,NJ0706002,ESSEX FELLS WATER HILLTOP SYSTEM,"Essex, Essex Fells Boro",Essex Fells - Hilltop (NJ0706002),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8911&active1=A,225 ROSELAND AVE Essex Fells NJ 07021,40.8314595,-74.2829861,NJ0706002
77,77,NJ0706001,ESSEX FELLS WATER DEPT,"Essex, Essex Fells Boro",Essex Fells - Main (NJ0706001),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=120&active1=A,307 RUNNYMEDE RD Essex Fells NJ 07021,40.8320945,-74.28768889999999,NJ0706001
78,78,NJ1415001,FAYSON LAKES WATER COMPANY INC,"Morris, Kinnelon Boro","Fayson Lakes Water Co. (1st Tuesday, with dropoff and sometimes sampling)",https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=339&active1=A,FAYSON LK WATER COMPANY 160 BOONTON AVE Kinnelon NJ 07405,40.96988109999999,-74.361886,NJ1415001
79,79,NJ2104344,FIRST HOPE BANK,"Warren, Blairstown Twp.",First Hope Bank (need to schedule ahead) (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9064&active1=A,201 ROUTE 94 Knowlton Twp NJ 07832,40.9771525,-75.01433670000002,NJ2104344
80,80,NJ1413315,FIRST PRESBYTERIAN CHURCH,"Morris, Harding Twp",First Presbyterian Church & Manse (NFC) - sample church and manse (Manse - 16 Lees Hill Rd),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4596&active1=A,2 LEE HILLS ROAD New Vernon NJ 07976,40.7208993,-74.4818698,NJ1413315
81,81,NJ1006359,FIRST STEP LEARNING CTR,"Hunterdon, Clinton Twp",First Step Learning Center *NEW Client* Get more info/Make Folder in 002,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3769&active1=A,3 HAYTOWN RD Lebanon NJ 08833,40.6584124,-74.8298317,NJ1006359
82,82,NJ2104340,FITNESS EMPIRE,"Warren, Blairstown Twp.",Fitness Empire (schedule ahead with Barbara P Fiume),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8786&active1=A,143 RT 94 Blairstown NJ 07825,40.9830238,-74.99114809999999,NJ2104340
83,83,NJ1427403,FLANDERS VALLEY DAY CARE,"Morris, Mount Olive Twp",Flanders Valley Country Day School,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8865&active1=A,6 BARTLEY CHESTER RD Mount Olive Twp NJ 07828,40.8270296,-74.7204014,NJ1427403
84,84,	NJ2116326,FLEXCO MICROWAVE INC,"Warren, Mansfield Twp",Flexco Microwave (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8330&active1=A,BOX 115 Mansfield Twp NJ 07865,40.7894082,-74.9150313,NJ2116326
85,85,NJ1904003,FOREST LAKES W CO,"Sussex, Byram Twp",Forest Lakes Water Co,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=649&active1=A,FOREST LAKE DR Byram Twp NJ 07874,40.9760964,-74.7322141,NJ1904003
86,86,NJ2106304,FOREST MANOR RETIREMENT HOME,"Warren, Frelinghuysen Twp",Forest Manor Health Center,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8387&active1=A,145 STATE PARK RD Frelinghuysen Twp NJ 07844,40.9226853,-74.9264488,NJ2106304
87,87,NJ1311001,FORT MONMOUTH MAIN BASE,"Monmouth, Eatontown Boro",Fort Monmouth (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=348&active1=A,FMERA 502 CARAN FRANZINI WAY Oceanport Boro NJ 07757,40.3136857,-74.0440593,NJ1311001
88,88,NJ1006316,FOUNTAIN MOTEL,"Hunterdon, Clinton Twp",Fountain Motel  ** Call Pei Tsai (908-346-3662) 3 days in advance to schedule. ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3609&active1=A,1031 RT 22 E Lebanon NJ 08833,40.6421787,-74.8069139,NJ1006316
89,89,NJ1905336,FRANKFORD TOWNSHIP SCHOOL,"Sussex, Frankford Twp",Frankford Twp School *email Brian ahead before scheduling. bansemerb@frankfordschool.org *,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7408&active1=A,2 PINES RD Frankford Twp NJ 07826,41.1391309,-74.7372731,NJ1905336
90,90,NJ1924329,FRANKLIN SUSSEX AUTOMALL INC,"Sussex, Wantage",Franklin Sussex Auto Mall (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6988&active1=A,303 RT 23 NORTH Wantage Twp NJ 07461,41.1945064,-74.587612,NJ1924329
91,91,NJ2106307,FRELINGHUYSEN TWP ELM SC,"Warren, Frelinghuysen Twp",Frelinghuysen Twp ES (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8390&active1=A,780 RT 94 Frelinghuysen Twp NJ 07860,40.989027,-74.868601,NJ2106307
92,92,NJ1913311,FRIAR MOUNTAIN MINI MALL,"Sussex, Lafayette Twp.",Friar Mountain Mini Mall (11 Highway 15),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6966&active1=A,11 RT 15 S Lafayette NJ 07470,41.0846981,-74.67229170000002,NJ1913311
93,93,NJ1006357,DOGWOOD DRIVE REALTY LLC,"Hunterdon, Clinton Twp",Gebhardt & Kiefer/Dogwood Drive (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3767&active1=A,1318 RT 31 Clinton NJ 08809,40.6218982,-74.8802851,NJ1006357
94,94,NJ1332329,GEDI CORPORATE PLAZA,"Monmouth, Millstone Twp",Gedi Corporate Plaza (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4892&active1=A,490 RT 33 WEST Millstone Twp NJ 08535,40.2606032,-74.4025004,NJ1332329
95,95,NJ0818473,GLOUCESTER COUNTY COMM CHURCH,"Gloucester, Washington Twp",Gloucester Co. Comm Church (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3222&active1=A,359 CHAPEL HTS RD Washington Twp NJ 08080,39.7389763,-75.10241610000001,NJ0818473
96,96,NJ1113315,GODDARD SCHOOL - WEST WINDSOR,"Mercer, West Windsor Twp",Goddard School (West Windsor) (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8791&active1=A,1300-1306 WINDSOR RD West Windsor Twp NJ 08550,40.30196,-74.615372,NJ1113315
97,97,NJ1902347,GOOD SHEPHERD RC CHURCH,"Sussex, Andover Twp",Good Shepherd R.C. Church,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6938&active1=A,48 TRANQUILITY RD Andover NJ 07821,40.9761473,-74.7485657,NJ1902347
98,98,NJ1904357,GORDON BYRAM ASSOC LLC,"Sussex, Byram Twp",Gordon Byram Shop Rite,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7185&active1=A,90 RT 206 Byram Twp NJ 07821,40.935512,-74.71971549999999,NJ1904357
99,99,NJ1615337,GRACE FELLOWSHIP CHURCH,"Passaic, West Milford Twp","Grace Fellowship Church (McGowan) - call ahead for access, POE sometimes locked (garage ontop of hill)",https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5752&active1=A,37 STEPHENS RD West Milford NJ 07480,41.1041034,-74.4063386,NJ1615337
100,100,NJ0202304,GREATER NY COUNCIL BOY SCOUTS OF AMERICA,"Bergen, Alpine Boro",Greater NY Council Boy Scouts - Alpine (*ALSO POOL SEASONAL*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8664&active1=A,441 RT 9W Alpine NJ 07620,40.9821013,-73.91537319999999,NJ0202304
101,101,NJ1615412,GREENWOOD LAKE AIRPORT MG,"Passaic, West Milford Twp",Greenwood Lake Airport,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7363&active1=A,126 AIRPORT RD West Milford NJ 07480,41.1291796,-74.3428928,NJ1615412
102,102,NJ1332324,GREIF BROTHERS INC,"Monmouth, Millstone Twp",Greif Inc (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4826&active1=A,200 RIKE DR Millstone Twp NJ 08535,40.2510798,-74.4372661,NJ1332324
103,103,NJ1436304,DANIEL VAN VOLKENBURG DDS,"Morris, Roxbury",Grossman Pediatric Health Pavillion - Now Volkenburgh (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6392&active1=A,1911 RT 46 Roxbury Twp NJ 07857,40.8934561,-74.68857369999999,NJ1436304
104,104,NJ2119303,G20 TECHNOLOGIES LLC,"Warren, Phillipsburg Town",Gulbrandsen Technologies Inc (G20 Tech) (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9140&active1=A,1 RIVERSIDE WAY Phillipsburg NJ 08865,40.6964846,-75.2011019,NJ2119303
105,105,NJ1909001,HAMBURG BOARD OF PUBLIC,"Hamburg, Sussex",Hamburg (John Perry),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=664&active1=A,GINGERBREAD CASTLE RD Hamburg NJ 07419,41.146487,-74.5766526,NJ1909001
106,106,NJ1413300,HARDING TWP ELEMENTARY SCHOOL,"Morris, Harding Twp",Harding Twp BOE Elementary,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4527&active1=A,34 LEES HILL RD New Vernon NJ 07976,40.7418878,-74.50171089999999,NJ1413300
107,107,NJ1413301,HARDING TWP JR SCHOOL (FT BL,"Morris, Harding Twp",Harding Twp BOE Middle (Jr School),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4528&active1=A,34 LEES HILL RD New Vernon NJ 07976,40.7418878,-74.50171089999999,NJ1413301
108,108,NJ1413325,HARDING TOWNSHIP LIBRARY,"Morris, Harding Twp",Harding Twp Library - Kemmerer,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9492&active1=A,19 BLUE MILL RD New Vernon NJ 07976,40.7479303,-74.493549,NJ1413325
109,109,NJ1911300,HARDYSTON TWP ELEM SCHOOL,"Sussex, Hardyston Twp",Hardyston Elementary School (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7809&active1=A,50 RT 23 Franklin NJ 07416,41.1045532,-74.5790061,NJ1911300
110,110,NJ1911343,HARDYSTON TWP MIDDLE SCHOOL,"Sussex, Hardyston Twp",Hardyston Middle School (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8599&active1=A,183 WHEATSWORTH RD Hamburg NJ 07419,41.13780819999999,-74.5918193,NJ1911343
111,111,NJ2110311,HARMONY SPIRITS & GROCERY,"Warren, Harmony Twp.",Harmony Spirits & Grocery,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8531&active1=A,2330 BELVIDERE RD Harmony Twp NJ 08865,40.73535440000001,-75.1418142,NJ2110311
112,112,NJ1413304,HAROLD A THORPE,"Morris, Harding Twp",Harold Thorpe Bldg (Jim Thorpe),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4531&active1=A,914 MT KEMBLE AVE AKA RT 202 Harding Twp NJ 07940,40.7461764,-74.5315662,NJ1413304
113,113,NJ1604001,HAWTHORNE WATER DEPARTMENT,"Passaic, Hawthorne Boro",Hawthorne - pickups/weekly check/qtly samples ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=500&active1=A,445 LAFAYETTE AVE Hawthorne Boro NJ 07506,40.9535226,-74.15487,NJ1604001
114,114,NJ1407339,KAREN'S HOUSE,"Morris, Chester Twp",Healing at Hidden River/Karen's House (must schedule ahead with Dawn),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9544&active1=A,230 POTTERSVILLE RD Chester NJ 07930,40.758047,-74.71325,NJ1407339
115,115,NJ1004300,HICKORY RUN FAMILY PRACTICE,"Hunterdon, Lebanon Twp",Hickory Run Family Practice,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3522&active1=A,384 RT 513 Lebanon NJ 07830,40.7145239,-74.8559673,NJ1004300
116,116,NJ1922027,HIDDEN VILLAGE CONDO ASSOCIATION,"Sussex, Vernon Twp.",Hidden Village (John Perry),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=753&active1=A,3 CURTIS DR Vernon NJ 07462,41.1777121,-74.4818712,NJ1922027
117,117,NJ1924316,HIGH POINT REG HIGH SCHO,"Sussex, Wantage",High Point Regional High School,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6975&active1=A,299 PIGEON HILL RD Wantage Twp NJ 07461,41.19984789999999,-74.6461236,NJ1924316
118,118,NJ1025328,HIGHLANDS FAMILY HEALTH CENTER,"Hunterdon, Union Twp.",Highlands Family Health Center (Hampton),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4173&active1=A,61 FRONTAGE RD Union Twp NJ 08827,40.6415841,-74.9928315,NJ1025328
119,119,NJ1021351,HITRAN CORP,"Hunterdon, Raritan Twp",Hitran Corporation,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3320&active1=A,362 RT 31 Flemington Junction NJ 08822,40.547338,-74.8542949,NJ1021351
120,120,NJ1019309,HOFFMANS CROSSING SCHOOL,"Hunterdon, Califon",Hoffman's Crossing (ESC School),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4231&active1=A,37 HOFFMANS CROSSING RD Califon NJ 07830,40.6998054,-74.8663839,NJ1019309
121,121,NJ0228001,HO HO KUS WATER DEPT,"Bergen, Ho-Ho-Kus",Ho-Ho-Kus Borough *NEW PWS*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=34&active1=A,23 HOLLYWOOD AVE Hohokus Boro NJ 07423,41.0024858,-74.1146823,NJ0228001
122,122,NJ1912001,HOPATCONG WATER DEPT,"Sussex, Hopatcong Boro",Hopatcong Borough (DeBlock samples/brings),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=696&active1=A,RIVER STYX RD Hopatcong NJ 07843,40.9418672,-74.6552961,NJ1912001
123,123,NJ1912329,HOPATCONG HEAD START,"Sussex, Hopatcong Boro",Hopatcong Head Start (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6881&active1=A,406 WILLS AVE Hopatcong NJ 07874,40.9150323,-74.6845262,NJ1912329
124,124,NJ1436300,HOPATCONG STATE PARK,"Morris, Roxbury",Hopatcong State Park *NEW*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6388&active1=A,LAKESIDE BLVD Landing NJ 07850,40.9138099,-74.6669592,NJ1436300
125,125,NJ1924376,HOPE EVANGELICAL FREE CHURCH,"Sussex, Wantage",Hope Church (call ahead to sch),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9548&active1=A,1441 RT 565 Wantage NJ 07461,41.1946438,-74.6252779,NJ1924376
126,126,NJ1025314,HUNTERDON HILLS PLAYHOUSE,"Hunterdon, Union Twp.",Hunterdon Hills Playhouse,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4100&active1=A,88 RT 173 WEST Hampton NJ 08827,40.6396676,-74.97685899999999,NJ1025314
127,127,NJ1021305,HUNTERDON MEDICAL CENTER,"Hunterdon, Raritan Twp",Hunterdon Medical Center,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3158&active1=A,2100 WESTCOTT DR Flemington Junction NJ 08822,40.5306201,-74.8584345,NJ1021305
128,128,NJ1006339 ,HUNTERDON PREPARATORY SCHOOL,"Hunterdon, Clinton Twp",Hunterdon Preparatory School (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3690&active1=A,97 SPENCER LN Annandale NJ 08801,40.6472025,-74.8471162,NJ1006339
